pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
EN-VI,EN + VI docs,embed,70.0,28.6838,35.7973,0.9293,27.1544,30.2133,26.8611,30.5066,23.6537,45.7098,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-061444-agg.csv
EN-VI,EN + VI docs,embed,90.0,26.944,36.0116,0.9348,25.4054,28.4826,25.1103,28.7777,22.6499,41.7004,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-061505-agg.csv
EN-VI,EN + VI docs,embed,100.0,26.2216,36.2241,0.9403,24.6739,27.7692,24.3771,28.0661,22.315,39.7799,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-061524-agg.csv
EN-VI,EN docs,embed,0.0,33.6276,37.3817,0.9704,32.0305,35.2247,31.7241,35.5311,28.2139,51.9036,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-065551-agg.csv
EN-VI,EN docs,embed,10.0,33.4006,37.1091,0.9633,31.8151,34.986,31.511,35.2901,27.9138,52.0047,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-065609-agg.csv
EN-VI,EN docs,embed,30.0,33.202,36.964,0.9595,31.6227,34.7813,31.3198,35.0842,27.6576,52.2069,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-065624-agg.csv
EN-VI,EN docs,embed,50.0,31.6584,36.4582,0.9464,30.1008,33.2161,29.802,33.5149,26.1354,50.3201,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-065640-agg.csv
EN-VI,EN docs,embed,70.0,27.959,35.7854,0.9289,26.43,29.4879,26.1368,29.7812,23.1474,44.5699,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-065654-agg.csv
EN-VI,EN docs,embed,90.0,22.9996,34.0679,0.8844,21.544,24.4551,21.2649,24.7343,18.9074,36.6801,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-065711-agg.csv
EN-VI,EN docs,embed,100.0,21.2095,33.5703,0.8714,19.7752,22.6438,19.5001,22.9188,17.5978,33.4793,bge-m3,mmarco-8841823-english-en-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-065726-agg.csv
EN-VI,VI docs,embed,0.0,24.763,34.8491,0.9046,23.2741,26.2519,22.9885,26.5375,20.4695,39.3138,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-071158-agg.csv
EN-VI,VI docs,embed,10.0,25.845,35.2892,0.9161,24.3372,27.3527,24.0481,27.6419,21.4629,40.8019,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-071214-agg.csv
EN-VI,VI docs,embed,30.0,27.6998,35.904,0.932,26.1658,29.2338,25.8716,29.528,23.0232,43.5535,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-071230-agg.csv
EN-VI,VI docs,embed,50.0,28.4504,35.9484,0.9332,26.9145,29.9863,26.62,30.2809,23.5616,45.0022,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-071245-agg.csv
EN-VI,VI docs,embed,70.0,28.205,36.0208,0.9351,26.666,29.744,26.3708,30.0392,23.4154,44.3958,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-071259-agg.csv
EN-VI,VI docs,embed,90.0,26.7267,36.136,0.938,25.1828,28.2707,24.8867,28.5668,22.4473,40.9591,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-071314-agg.csv
EN-VI,VI docs,embed,100.0,26.0873,36.1019,0.9372,24.5448,27.6297,24.249,27.9256,22.1104,39.7799,bge-m3,mmarco-8841823-vietnamese-en-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-071330-agg.csv
EN-ZH,EN + ZH docs,embed,0.0,33.5246,37.2984,0.9682,31.9311,35.1182,31.6254,35.4239,28.179,51.9036,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-061847-agg.csv
EN-ZH,EN + ZH docs,embed,10.0,33.1887,36.973,0.9598,31.6091,34.7684,31.3061,35.0714,27.7649,51.8699,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-061908-agg.csv
EN-ZH,EN + ZH docs,embed,30.0,32.1202,36.442,0.946,30.5632,33.6772,30.2646,33.9758,26.6631,50.9939,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-061928-agg.csv
EN-ZH,EN + ZH docs,embed,50.0,29.317,35.7061,0.9269,27.7914,30.8425,27.4988,31.1351,24.1928,47.1979,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-061949-agg.csv
EN-ZH,EN + ZH docs,embed,70.0,28.1935,35.4218,0.9195,26.6801,29.7069,26.3899,29.9972,23.1623,45.4122,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-062010-agg.csv
EN-ZH,EN + ZH docs,embed,90.0,27.0804,35.1512,0.9125,25.5786,28.5822,25.2905,28.8703,22.1693,43.8062,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-062030-agg.csv
EN-ZH,EN + ZH docs,embed,100.0,26.5612,35.0355,0.9095,25.0643,28.0581,24.7772,28.3452,21.7865,42.8965,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-062055-agg.csv
EN-ZH,EN docs,embed,0.0,33.6276,37.3817,0.9704,32.0305,35.2247,31.7241,35.5311,28.2139,51.9036,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-065036-agg.csv
EN-ZH,EN docs,embed,10.0,33.4402,37.158,0.9646,31.8527,35.0278,31.5482,35.3323,27.9878,51.9373,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-065052-agg.csv
EN-ZH,EN docs,embed,30.0,33.0243,36.9835,0.96,31.4442,34.6044,31.1411,34.9075,27.5779,51.6341,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-065108-agg.csv
EN-ZH,EN docs,embed,50.0,31.1462,36.3302,0.9431,29.594,32.6984,29.2963,32.9961,25.7811,49.5115,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-065125-agg.csv
EN-ZH,EN docs,embed,70.0,27.5719,35.1266,0.9118,26.0711,29.0726,25.7832,29.3605,22.5549,44.6934,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-065140-agg.csv
EN-ZH,EN docs,embed,90.0,22.3826,33.4068,0.8672,20.9553,23.8099,20.6816,24.0837,18.2114,36.4724,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-065155-agg.csv
EN-ZH,EN docs,embed,100.0,19.9154,32.2568,0.8373,18.5372,21.2935,18.2729,21.5579,16.2423,32.4068,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-065209-agg.csv
EN-ZH,ZH docs,embed,0.0,21.339,32.8785,0.8535,19.9342,22.7437,19.6648,23.0131,17.4855,34.7316,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-063441-agg.csv
EN-ZH,ZH docs,embed,10.0,22.8891,33.6041,0.8723,21.4534,24.3249,21.178,24.6002,18.6784,37.2585,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-063456-agg.csv
EN-ZH,ZH docs,embed,30.0,25.9542,34.8596,0.9049,24.4648,27.4435,24.1791,27.7292,21.2926,41.9755,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-063511-agg.csv
EN-ZH,ZH docs,embed,50.0,27.8015,35.384,0.9185,26.2897,29.3132,25.9997,29.6032,22.7784,44.9068,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-063554-agg.csv
EN-ZH,ZH docs,embed,70.0,27.5814,35.316,0.9168,26.0725,29.0903,25.7831,29.3797,22.5999,44.4688,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-063609-agg.csv
EN-ZH,ZH docs,embed,90.0,26.7398,34.9585,0.9075,25.2462,28.2334,24.9597,28.5199,21.8169,43.5366,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-063626-agg.csv
EN-ZH,ZH docs,embed,100.0,26.0793,34.6892,0.9005,24.5972,27.5614,24.313,27.8457,21.3059,42.4921,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-063643-agg.csv
ES-DE,DE docs,embed,0.0,22.8283,34.1857,0.8874,21.3677,24.2889,21.0876,24.569,18.9992,36.0456,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-064002-agg.csv
ES-DE,DE docs,embed,10.0,24.3179,35.1408,0.9122,22.8165,25.8193,22.5285,26.1073,20.4213,37.9324,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-064020-agg.csv
ES-DE,DE docs,embed,30.0,27.047,36.0731,0.9364,25.5057,28.5882,25.2101,28.8838,22.6894,42.3293,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-064035-agg.csv
ES-DE,DE docs,embed,50.0,28.1306,36.1251,0.9378,26.5872,29.6741,26.2911,29.9701,23.4973,44.1936,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-064051-agg.csv
ES-DE,DE docs,embed,70.0,28.5519,36.4887,0.9472,26.9929,30.1109,26.6939,30.4099,23.9711,44.4632,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-064106-agg.csv
ES-DE,DE docs,embed,90.0,28.2929,36.472,0.9468,26.7347,29.8512,26.4358,30.1501,23.7375,43.8735,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-064121-agg.csv
ES-DE,DE docs,embed,100.0,27.8138,36.2948,0.9422,26.2631,29.3645,25.9657,29.662,23.3621,43.0312,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-064136-agg.csv
ES-DE,ES + DE docs,embed,0.0,30.306,37.1703,0.9649,28.7179,31.8941,28.4133,32.1987,25.6372,46.5577,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-061309-agg.csv
ES-DE,ES + DE docs,embed,10.0,30.624,36.9992,0.9605,29.0432,32.2048,28.74,32.508,25.816,47.3664,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-061329-agg.csv
ES-DE,ES + DE docs,embed,30.0,30.5476,36.6606,0.9517,28.9812,32.1139,28.6808,32.4143,25.58,47.6752,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-061349-agg.csv
ES-DE,ES + DE docs,embed,50.0,30.2066,36.6194,0.9506,28.6421,31.7712,28.342,32.0713,25.2126,47.254,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-061408-agg.csv
ES-DE,ES + DE docs,embed,70.0,30.0007,36.8017,0.9553,28.4284,31.5731,28.1268,31.8746,25.0957,46.8217,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-061430-agg.csv
ES-DE,ES + DE docs,embed,90.0,29.1349,36.4841,0.9471,27.5761,30.6937,27.2771,30.9926,24.3451,45.4908,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-061452-agg.csv
ES-DE,ES + DE docs,embed,100.0,28.654,36.4977,0.9474,27.0946,30.2133,26.7955,30.5124,23.9697,44.4463,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-061512-agg.csv
ES-DE,ES docs,embed,0.0,30.0736,37.1655,0.9648,28.4857,31.6615,28.1812,31.9661,25.4248,46.1197,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-065557-agg.csv
ES-DE,ES docs,embed,10.0,30.3279,36.9921,0.9603,28.7474,31.9083,28.4442,32.2115,25.5707,46.8273,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-065613-agg.csv
ES-DE,ES docs,embed,30.0,30.3,36.5685,0.9493,28.7376,31.8624,28.438,32.1621,25.2755,47.518,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-065629-agg.csv
ES-DE,ES docs,embed,50.0,29.8542,36.1365,0.9381,28.3103,31.3982,28.0142,31.6943,24.624,47.5517,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-065644-agg.csv
ES-DE,ES docs,embed,70.0,28.2849,35.861,0.9309,26.7528,29.8171,26.4589,30.111,23.2801,45.1146,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-065659-agg.csv
ES-DE,ES docs,embed,90.0,25.3872,34.89,0.9057,23.8966,26.8779,23.6107,27.1638,20.854,40.611,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-065714-agg.csv
ES-DE,ES docs,embed,100.0,23.8637,34.4035,0.8931,22.3938,25.3336,22.1119,25.6155,19.6164,38.1177,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-065729-agg.csv
ES-FR,ES + FR docs,embed,0.0,30.3789,37.2693,0.9675,28.7865,31.9712,28.4811,32.2766,25.7588,46.4735,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251216-191908-agg.csv
ES-FR,ES + FR docs,embed,10.0,30.7012,37.3027,0.9683,29.1074,32.2949,28.8017,32.6006,25.9937,47.0126,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251216-191925-agg.csv
ES-FR,ES + FR docs,embed,30.0,31.1669,37.4999,0.9734,29.5647,32.7691,29.2574,33.0764,26.3546,47.692,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251216-191942-agg.csv
ES-FR,ES + FR docs,embed,50.0,31.1421,37.2834,0.9678,29.5492,32.735,29.2436,33.0406,26.2628,47.737,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251216-191959-agg.csv
ES-FR,ES + FR docs,embed,70.0,31.4816,37.1555,0.9645,29.8942,33.0691,29.5897,33.3736,26.4043,48.6018,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251216-192017-agg.csv
ES-FR,ES + FR docs,embed,90.0,31.025,36.9008,0.9579,29.4484,32.6016,29.146,32.9039,25.917,48.5007,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251216-192034-agg.csv
ES-FR,ES + FR docs,embed,100.0,30.6799,36.9311,0.9587,29.1021,32.2578,28.7994,32.5605,25.7548,47.6584,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251216-192052-agg.csv
ES-FR,ES docs,embed,0.0,30.0726,37.1591,0.9646,28.485,31.6602,28.1805,31.9647,25.3863,46.1534,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-154701-agg.csv
ES-FR,ES docs,embed,10.0,30.3288,37.1902,0.9654,28.7398,31.9177,28.4351,32.2225,25.5916,46.4903,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-154715-agg.csv
ES-FR,ES docs,embed,30.0,30.6133,37.106,0.9632,29.0279,32.1987,28.7239,32.5027,25.7914,47.1642,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-154729-agg.csv
ES-FR,ES docs,embed,50.0,30.721,37.0522,0.9618,29.1379,32.304,28.8343,32.6076,25.6916,47.5517,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-154744-agg.csv
ES-FR,ES docs,embed,70.0,29.7493,37.0589,0.962,28.166,31.3326,27.8623,31.6363,24.963,45.7435,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-154759-agg.csv
ES-FR,ES docs,embed,90.0,27.5494,35.9911,0.9343,26.0116,29.0871,25.7167,29.382,22.895,43.1323,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-154812-agg.csv
ES-FR,ES docs,embed,100.0,26.2204,35.6802,0.9262,24.696,27.7449,24.4036,28.0373,21.7729,40.9423,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-154826-agg.csv
ES-FR,FR docs,embed,0.0,26.342,36.0123,0.9348,24.8034,27.8807,24.5083,28.1758,22.1915,40.4257,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-154708-agg.csv
ES-FR,FR docs,embed,10.0,27.3891,36.4413,0.946,25.8322,28.9461,25.5335,29.2447,23.297,41.9081,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-154725-agg.csv
ES-FR,FR docs,embed,30.0,28.7396,36.6227,0.9507,27.1749,30.3043,26.8748,30.6044,24.35,44.0869,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-154739-agg.csv
ES-FR,FR docs,embed,50.0,30.1891,36.8875,0.9576,28.6131,31.7652,28.3108,32.0674,25.3578,46.6813,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-154753-agg.csv
ES-FR,FR docs,embed,70.0,30.6712,37.0917,0.9629,29.0865,32.256,28.7825,32.5599,25.8368,47.2204,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-154808-agg.csv
ES-FR,FR docs,embed,90.0,30.5266,37.0337,0.9613,28.9443,32.1089,28.6409,32.4123,25.6816,47.3214,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-154823-agg.csv
ES-FR,FR docs,embed,100.0,30.1557,37.0087,0.9607,28.5746,31.7369,28.2713,32.0402,25.3927,46.6139,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-154836-agg.csv
ES-IT,ES + IT docs,embed,0.0,30.4642,37.3483,0.9695,28.8685,32.0599,28.5624,32.366,25.7769,46.6476,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251216-205127-agg.csv
ES-IT,ES + IT docs,embed,10.0,30.562,37.179,0.9651,28.9735,32.1505,28.6688,32.4551,25.7428,47.1024,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251216-205144-agg.csv
ES-IT,ES + IT docs,embed,30.0,31.1641,37.4236,0.9715,29.5652,32.7631,29.2585,33.0697,26.302,47.81,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251216-205201-agg.csv
ES-IT,ES + IT docs,embed,50.0,31.2491,37.4904,0.9732,29.6473,32.8508,29.3401,33.1581,26.3964,47.9167,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251216-205217-agg.csv
ES-IT,ES + IT docs,embed,70.0,30.8797,36.9524,0.9592,29.3009,32.4585,28.9981,32.7613,25.8525,48.1076,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251216-205234-agg.csv
ES-IT,ES + IT docs,embed,90.0,30.2965,36.9787,0.9599,28.7165,31.8764,28.4135,32.1794,25.4439,46.8273,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251216-205252-agg.csv
ES-IT,ES + IT docs,embed,100.0,29.4757,36.5476,0.9487,27.9142,31.0372,27.6147,31.3367,24.5771,46.0523,bge-m3,mmarco-8841823-bilingual-es-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251216-205309-agg.csv
ES-IT,ES docs,embed,0.0,30.0726,37.1591,0.9646,28.485,31.6602,28.1805,31.9647,25.3863,46.1534,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-163914-agg.csv
ES-IT,ES docs,embed,10.0,30.1764,36.9493,0.9592,28.5978,31.7551,28.295,32.0579,25.3871,46.642,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-163932-agg.csv
ES-IT,ES docs,embed,30.0,30.4537,36.7791,0.9547,28.8823,32.0251,28.5809,32.3265,25.5398,47.3495,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-163950-agg.csv
ES-IT,ES docs,embed,50.0,30.5475,36.8983,0.9578,28.9711,32.124,28.6687,32.4264,25.5648,47.2372,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-164007-agg.csv
ES-IT,ES docs,embed,70.0,29.2859,36.2825,0.9418,27.7357,30.8361,27.4384,31.1334,24.3924,45.8221,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-164024-agg.csv
ES-IT,ES docs,embed,90.0,27.5964,35.9134,0.9323,26.062,29.1308,25.7677,29.4251,22.9847,43.3064,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-164041-agg.csv
ES-IT,ES docs,embed,100.0,26.4398,35.5828,0.9237,24.9196,27.9601,24.628,28.2517,21.9756,41.4533,bge-m3,mmarco-8841823-spanish-es-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-164059-agg.csv
ES-IT,IT docs,embed,0.0,26.1065,35.9051,0.9321,24.5724,27.6405,24.2782,27.9347,21.8862,40.5436,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-164852-agg.csv
ES-IT,IT docs,embed,10.0,27.3941,36.3197,0.9428,25.8424,28.9459,25.5448,29.2435,22.9411,42.6157,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-164915-agg.csv
ES-IT,IT docs,embed,30.0,29.0542,37.2752,0.9676,27.4617,30.6468,27.1562,30.9523,24.6453,43.9522,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-164933-agg.csv
ES-IT,IT docs,embed,50.0,30.1456,37.3321,0.9691,28.5506,31.7406,28.2447,32.0466,25.5962,45.9625,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-164949-agg.csv
ES-IT,IT docs,embed,70.0,30.0625,36.9614,0.9595,28.4834,31.6417,28.1805,31.9446,25.2215,46.3893,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-165012-agg.csv
ES-IT,IT docs,embed,90.0,29.4078,36.6598,0.9516,27.8415,30.9741,27.5411,31.2745,24.6197,45.5806,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-165030-agg.csv
ES-IT,IT docs,embed,100.0,29.0474,36.4342,0.9458,27.4907,30.604,27.1921,30.9026,24.1884,45.4122,bge-m3,mmarco-8841823-italian-es-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-165053-agg.csv
ES-PT,ES + PT docs,embed,0.0,30.3194,36.9838,0.9601,28.7393,31.8996,28.4362,32.2026,25.4833,47.0294,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-060748-agg.csv
ES-PT,ES + PT docs,embed,10.0,30.6574,36.9482,0.9591,29.0788,32.236,28.776,32.5388,25.7096,47.737,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-060808-agg.csv
ES-PT,ES + PT docs,embed,30.0,31.1299,37.0898,0.9628,29.5453,32.7146,29.2413,33.0185,26.2082,48.2087,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-060830-agg.csv
ES-PT,ES + PT docs,embed,50.0,31.1556,36.6836,0.9523,29.5883,32.7229,29.2877,33.0235,26.0561,48.7927,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-060849-agg.csv
ES-PT,ES + PT docs,embed,70.0,30.264,35.954,0.9333,28.7279,31.8001,28.4332,32.0948,24.8813,48.5007,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-060910-agg.csv
ES-PT,ES + PT docs,embed,90.0,29.5003,35.8565,0.9308,27.9684,31.0323,27.6745,31.3261,24.2866,47.254,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-060931-agg.csv
